PT;AU;TI;DE;AB;TC;PY;PG
B;"Warmefjord, K; Soderberg, R; Lindkvist, L; Lindau, B; Carlson, JS";INSPECTION DATA TO SUPPORT A DIGITAL TWIN FOR GEOMETRY ASSURANCE;"Digital Twin; variation; tolerances; geometrical variation; inspection; Big Data; point cloud";Geometrical variation is a problem in all complex, assembled products. Recently, the Digital Twin concept was launched as a tool for improving geometrical quality and reduce costs by using real time control and optimization of products and production systems. The Digital Twin for geometry assurance is created together with the product and the production systems in early design phases. When full production starts, the purpose of the Digital Twin turns towards optimization of the geometrical quality by small changes in the assembly process. To reach its full potential, the Digital Twin concept is depending on high quality input data. In line with Internet of Things and Big Data, the problem is rather to extract appropriate data than to find data. In this paper, an inspection strategy serving the Digital Twin is given. Necessary input data describing form and shape of individual parts, and how this data should be collected, stored and utilized is described.;0;2018;10
B;"Sahoo, AK; Majumder, U; Nielsen, MW; Garm, JH";STRENGTH OF SHEAR WEB WITH CIRCULAR HOLE IN WIND TURBINE BLADES AND USING DIGITAL TWINING CONCEPT TO REDUCE MATERIAL TESTING;"Composites; Digital twining; Finite element method; Web with hole; Wind turbine blades";This research work summarizes the study of the structural analysis of shear webs (present in wind turbine blades, sometimes also called as spars) with holes. The webs are sandwich composite structures which are supposed to carry the shear loads coming from the wind pressure and the holes are necessary for non-structural requirements of the wind turbine. The shear webs are strong structures and it is tough to test them to failure in the lab. Hence a structural representative component with lesser dimensions has been tested in the lab to accommodate the capability of the test machines. However, this component test results cannot be directly used in the wind turbine blade structural verification as the web size is much larger in real life. A finite element model is developed to simulate the test specimen and its failure behavior. The concept in this modelling approach is to prepare a digital copy of the actual specimen which will follow the same load-displacement behavior and can predict the same failure as seen in the test coupon. The finite element model is verified for failure using known failure criteria for composite sandwich structures as well as with analytical calculations. This makes sure that the finite element model is a good 'digital twin' and simulates the test component behavior one to one. Later, this finite element model is extended to the size of the actual web structure (a family of FE models with different dimensions) to scale up the failure prediction to actual stiffness level.;0;2018;5
J;"Iglesias, D; Bunting, P; Esquembri, S; Hollocombe, J; Silburn, S; Vitton-Mea, L; Balboa, I; Huber, A; Matthews, GF; Riccardo, V; Rimini, F; Valcarcel, D";Digital twin applications for the JET divertor;"JET; Divertor; Thermal analysis; Tokamak operations; Real-time protection";Digital twin techniques enhance traditional engineering analysis workflows of existing systems when a realistic evaluation of a component under complex operating conditions is required. During preparation, commissioning and operating phases, components can be virtually tested by using validated numerical models, operational expertise, and experimental databases. Three complementary applications have been developed under this approach. The numerical models used for the divertor tiles are based on continuum mechanics formulations. Their loading conditions are defined using the current physics and engineering understanding of a combination of experimental measurements. The aim of these tools is to increase operational range, reliability, and predictability of the JET divertor.;4;2017;6
J;"Epple, U; Mertens, M; Palm, F; Azarmipour, M";Using Properties as a Semantic Base for Interoperability;"Cooperative systems; infomation exchange; interoperability; manufacturing automation; property; reasoning; semantics";Information exchange requires a common semantic understanding of the meaning of the exchanged data by the involved communication partners. Properties with a predefined and standardized meaning are one pillar of such an information exchange. Another pillar is the exchange of information about relationships between semantic entities by an appropriate system description metamodel. In this paper, we focus on the information exchange of property value expressions. Within the last years, domain-specific lists of properties have been standardized. The development was driven by the need to exchange information of industrial products electronically. The standardized lists allow an unambiguous characterization of products. Results of this comprehensive work done by the standardization committees within the last years are, for example, the international standard series IEC 61360CDD, IEC 61987, and the property library eCl@ss. In these standards, thousands of properties of technical assets are semantically defined. An intuitive and general concept to use these standardized properties for information exchange is crucial for the future system design. One recent approach is the so-called property value statement model. In this paper, the basic concepts of this approach are presented. Additionally, methods to reason about property information in a general way are discussed. The presented concepts fit to the standardized property definition models and build a platform for a metadata-based information handling in the digital factory.;2;2017;9
J;"Marwa, B; Mohamed, A; Ikbal, M; Vincent, C; Mohamed, H";KSim: An information system for knowledge management in Digital Factory;"knowledge capitalization; knowledge management; Digital Factory; information system; product development process";The key of successful industry is to satisfy the customer requirements at the perfect delay with improved quality and cheaper price. In this context, Digital Factory is known to test and validate the couple product-production system during the product development process, with the usage of production system simulations. Therefore, we can use an information system to integrate and manage all information related to product, process and simulation in this context. But with this huge amount of information, an actor of product development process may be confused about making a good decision at this particular stage. Thus, there is a lack of knowledge capitalization and sharing between product development process actors. On the basis of previous research works that contribute to the definition of a Digital Factory information system, we propose a new module, named KSim, dedicated to the capitalization and management of knowledge and experiences coming from previous projects in the Digital Factory context.;0;2017;13
J;"Negny, S; Le Lann, JM; Flores, RL; Belaud, JP";Management of << Systematic Innovation >> : A kind of quest for the Holy Grail !;"Open computer aided innovation; TRIZ; Factory for the future; Knowledge management system";"In this paper, authors propose a contribution for improving the open innovation processes. It shows the necessity to get an efficient methodology for open innovation in order to build a computer aided tool for inventive design in Process Systems Engineering (PSE). The proposed methodology will be evocated to be fully used in the context of the ""revolutionary"" concepts around the so-called factory for the future, also called integrated digital factory, innovative factory... As a result the main contribution of this paperis to propose a software prototype for an Open Computer Aided Innovation 2.0. By definition this open innovation relies on collaboration. This collaboration should enable a community, with a very broad spectrum of skills, to share data, information, knowledge and ideas. As a consequence, a first sub objective is to create a methodological framework that takes advantages of collaboration and collective intelligence(with its capacity to join intelligence and knowledge). Furthermore, the raise of the digital company and more particularly the breakthroughs in information technologies is a powerful enabler to extend and improve the potential of collective intelligence. The second sub objective is to propose a problem resolution process to impel creativity of expert but also to develop, validate and select innovative solutions. After dealing with the importance of Process Innovation and Problem solving investigation in PSE, the proposed approach originally based on an extension of the TRIZ theory (Russian acronym for Theory of Inventive Problem Solving), has been improved by using approach such as case-based reasoning, in order to tackle and revisit problems encountered in the PSE. A case study on biomass is used to illustrate the capabilities of the methodology and the tool. (C) 2017 Elsevier Ltd. All rights reserved.";0;2017;16
J;"Fang, W; Zheng, LY; Xu, JX";Self-contained optical-inertial motion capturing for assembly planning in digital factory;"Motion capture; Optical inertial fusion; Assembly planning; Human-centered assembly; Digital factory";In assembly activities, performing assembly planning is a crucial issue for the human-centered manufacturing. The challenges involve in retrieving and utilizing the real-time data about human-based work activities in a shop floor. Instead of the simulation-based assembly planning, the marker-based motion capture system can acquire realistic motion data of workers in assembling sites, but this method is inclined to corrupt due to the occlusion and is troublesome to be installed within the shop floor. Therefore, based on the complement of the optical and inertial sensor, this paper presents a self-contained motion capture method for assembly planning in real shop floor. It can provide a real-time and portable motion capturing for workers, avoiding the failure of traditional outside-in motion capture system due to occlusions or incorrect installations. What is more, the portable motion capture method can run on consumer mobile devices, providing a convenient and low-cost way to perceive the workers' motion in shop floor, which is significant for extensive applications in assembly verification and planning for digital factories. Finally, experiments are carried out to demonstrate the accuracy and feasibility of the proposed motion capture method for assembly activities.;2;2017;14
J;Shah, PN;Hush! One company's journey toward quieter skies;;When ATA Engineering needed to create a prototype of its proposed Engine Air Brake, the company headquartered in San Diego turned to Siemens PLM Software, headquartered in Texas, to create a digital twin of the design. ATA Engineering needed to predict the prototype's performance to be confident it could safely induce quiet drag during aircraft landings. Parthiv N. Shah of ATA Engineering explains.;0;2017;4
J;"Moyne, J; Iskandar, J";Big Data Analytics for Smart Manufacturing: Case Studies in Semiconductor Manufacturing;"big data; smart manufacturing; predictive analytics; anomaly detection; process control; predictive maintenance; semiconductor manufacturing";"Smart manufacturing (SM) is a term generally applied to the improvement in manufacturing operations through integration of systems, linking of physical and cyber capabilities, and taking advantage of information including leveraging the big data evolution. SM adoption has been occurring unevenly across industries, thus there is an opportunity to look to other industries to determine solution and roadmap paths for industries such as biochemistry or biology. The big data evolution affords an opportunity for managing significantly larger amounts of information and acting on it with analytics for improved diagnostics and prognostics. The analytics approaches can be defined in terms of dimensions to understand their requirements and capabilities, and to determine technology gaps. The semiconductor manufacturing industry has been taking advantage of the big data and analytics evolution by improving existing capabilities such as fault detection, and supporting new capabilities such as predictive maintenance. For most of these capabilities: (1) data quality is the most important big data factor in delivering high quality solutions; and (2) incorporating subject matter expertise in analytics is often required for realizing effective on-line manufacturing solutions. In the future, an improved big data environment incorporating smart manufacturing concepts such as digital twin will further enable analytics; however, it is anticipated that the need for incorporating subject matter expertise in solution design will remain.";18;2017;20
J;"Knapp, GL; Mukherjee, T; Zuback, JS; Wei, HL; Palmer, TA; De, A; DebRoy, T";Building blocks for a digital twin of additive manufacturing;"3D printing; Deposit geometry; Solidification parameters; Secondary dendrite arm spacing; Micro-hardness";Properties and serviceability of additively manufactured components are affected by their geometry, microstructure and defects. These important attributes are now optimized by trial and error because the essential process variables cannot currently be selected from scientific principles. A recourse is to build and rigorously validate a digital twin of the additive manufacturing process that can provide accurate predictions of the spatial and temporal variations of metallurgical parameters that affect the structure and properties of components. Key building blocks of a computationally efficient first-generation digital twin of laser-based directed energy deposition additive manufacturing utilize a transient, three-dimensional model that calculates temperature and velocity fields, cooling rates, solidification parameters and deposit geometry. The measured profiles of stainless steel 316L and Alloy 800H deposits as well as the secondary dendrite arm spacing (SDAS) and Vickers hardness measurements are used to validate the proposed digital twin. The predicted cooling rates, temperature gradients, solidification rates, SDAS and micro-hardness values are shown to be more accurate than those obtained from a commonly used heat conduction calculation. These metallurgical building blocks serve as a phenomenological framework for the development of a digital twin that will make the expanding knowledge base of additive manufacturing usable in a practical way for all scientists and engineers. (C) 2017 Acta Materialia Inc. Published by Elsevier Ltd. All rights reserved.;28;2017;10
J;Rodic, B;Industry 4.0 and the New Simulation Modelling Paradigm;"simulation and modelling; automated modelling; Industry 4.0; Digital Twin; SME; multiple-case study";"Background and Purpose: The aim of this paper is to present the influence of Industry 4.0 on the development of the new simulation modelling paradigm, embodied by the Digital Twin concept, and examine the adoption of the new paradigm via a multiple case study involving real-life R&D cases Involving academia and industry.& para;& para;Design: We Introduce the Industry 4.0 paradigm, presents Its background, current state of development and Its influence on the development of the simulation modelling paradigm. Further, we present the multiple case study methodology and examine several research and development projects Involving automated industrial process modelling, presented in recent scientific publications and conclude with lessons learned.& para;& para;Results: We present the research problems and main results from five Individual cases of adoption of the new simulation modelling paradigm. Main lesson learned is that while the new simulation modelling paradigm is being adopted by big companies and SMEs, there are significant differences depending on company size in problems that they face, and the methodologies and technologies they use to overcome the issues.& para;& para;Conclusion: While the examined cases Indicate the acceptance of the new simulation modelling paradigm in the industrial and scientific communities, its adoption in academic environment requires close cooperation with industry partners and diversification of knowledge of researchers in order to build integrated, multi-level models of cyber-physical systems. As shown by the presented cases, lack of tools Is not a problem, as the current generation of general purpose simulation modelling tools offers adequate integration options.";11;2017;15
J;"Kretschmer, R; Pfouga, A; Rulhoff, S; Stjepandic, J";Knowledge-based design for assembly in agile manufacturing by using Data Mining methods;"Design for assembly; Agile manufacturing; Digital factory; Assembly; Process planning; Data mining";Decision making in early production planning phases is typically based on a rough estimation due to lack of a comprehensive, reliable knowledge base. Virtual planning has been prevailed as a method used to evaluate risks and costs before the concrete realization of production processes. The process of product assembly, which yields a high share in total production costs, gets its particular importance. This paper introduces a new approach and its initial implementation for knowledge-based design for assembly in agile manufacturing by using data mining (DM) methods in the field of series production with high variance. The approach adopts the usage of bulk data with old, successful designs in order to extrapolate its scope for assembly processes. Especially linked product and process data allow the innovative usage of DM methods in order to facilitate the front loading in the product development. The concept presents an affordable assistance potential for development of new products variants along the product emergence process (PEP). With this approach an early cost estimation of assembly processes in series production can be conducted using advanced DM methods as shown in an industrial use case. Furthermore, design and planning processes can be supported effectively. (C) 2016 Elsevier Ltd. All rights reserved.;11;2017;15
J;"Lamberti, F; Paravati, G; Gatteschi, V; Cannavo, A";Supporting Web Analytics by Aggregating User Interaction Data From Heterogeneous Devices Using Viewport-DOM-Based Heat Maps;"Data visualization; heat maps; interaction patterns; network Big Data; user's attention; Web analytics; Web navigation";The players of the digital industry look at network Big Data as an incredible source of revenues, which can allow them to design products, services, and market strategies ever more tailored to users' interests and needs. This is the case of data collected by Web analytics tools, which describe the way users interact with Web contents and where their attention focuses onto during navigation. Given the complexity of information to analyze, existing tools often make use of visualization strategies to represent data aggregated throughout separate sessions and multiple users. In particular, heat maps are often adopted to study the distribution of mouse activity and identify page regions that are more frequently reached during interaction. Unfortunately, since Web contents are accessed via ever more heterogeneous devices, region-based heat maps cannot be exploited anymore to aggregate data concerning user's attention, since the same Web content may move to another page location or exhibit a different aspect depending on the access device used or the user agent setup. This paper presents the design of a visual analytics framework capable to deal with the above limitation by adopting a data collection approach that combines information about regions displayed with information about page structure. This way, the well-known heat map-based visualization can be produced, where interactions can be aggregated on a per-element basis independently of the specific access configuration. Experimental results showed that the framework succeeds in accurately quantifying user's attention and replicating results obtained by manual processing.;3;2017;11
J;"DebRoy, T; Zhang, W; Turner, J; Babu, SS";Building digital twins of 3D printing machines;"Additive manufacturing; Microstructure and properties; Heat transfer and material flow; Solidification and texture; Residual stresses and distortion";Geometrical conformity, microstructure and properties of additively manufactured (AM) components are affected by the desired geometry and many process variables within given machines. Building structurally sound parts with good mechanical properties by trial and error is time-consuming and expensive. Today's computationally efficient, high-fidelity models can simulate the most important factors that affect the AM products' properties, and upon validation can serve as components of digital twins of 3D printing machines. Here we provide a perspective of the current status and research needs for the main building blocks of a first generation digital twin of AM from the viewpoints of researchers from several organizations. (C) 2016 Acta Materialia Inc. Published by Elsevier Ltd. All rights reserved.;22;2017;6
J;"Chen, ML; Wang, WQ; Tu, LH; Zheng, YX; Pan, H; Wang, GY; Chen, YX; Zhang, X; Zhu, LY; Chen, J; Chen, M";An emm5 Group A Streptococcal Outbreak Among Workers in a Factory Manufacturing Telephone Accessories;"Streptococcus pyogenes; emm5; factory; outbreak; pulsed-field gel electrophoresis (PFGE); whole genome sequence";Ranked among the top10 infectious causes of death worldwide, group A Streptococcus (GAS) causes small- and large-scale outbreaks, depending on the trigger as transmission of a GAS strain or expansion of predominant clones. In China, GAS infections other than scarlet fever are not notifiable. In Shanghai, an epidemiological investigation was initiated after two successive severe pneumonia cases with one death in a digital factory, from where outbreaks are less widely reported. The investigation was performed using emm typing, pulsed-field gel electrophoresis (PFGE) typing, superantigen profiling, and genome analysis. This enabled characterization of relatedness among the outbreak isolates and identification of the mobile genetic elements present. Among 57 patients with respiratory symptoms investigated in the factory, emm5 GAS strains were isolated from 8 patients. The eight GAS infection cases comprising one fatal severe pneumonia case, six influenza-like illness cases, and one pharyngitis case. Two risk factors were identified: adult with an age of 18-20 years and close contact with a GAS patient or carrier. GAS attack rate was 14.0% (8/57), and GAS carriage rate was probably around 2.7% (14/521) based on surveys in two nearby districts. All the 10 outbreak associated isolates were assigned to emm5 and sequence type ST-99 (emm5/ST-99), harbored superantigen genes speC, speG, and smeZ, and were assigned to two similar PFGE patterns (clones). Among the outbreak associated isolates, all carried ermA with resistance to erythromycin and inducible resistance to clindamycin, and eight (80%) carried a tetM gene with resistance to tetracycline. Among the 14 carriage isolates, 12 were emm12/ST-36, and 2 were emm1/ST-28, all with superantigen genes speC, speG, ssa, and smeZ. All the carriage isolates harbored ermB and tetM with resistance to erythromycin, clindamycin, and tetracycline. Genome analysis showed the two outbreak clones were closely related and possessed new prophages carrying virulence gene sdc and antibiotic resistance genes of ermA and tetM, which were not found in the emm5 reference strain Manfredo. This is the first report of a GAS outbreak in this type of workplace. The outbreak was caused by two closely related emm5 clones that differed from the predominant emm types circulating in China.;2;2017;10
J;"Sarigecili, MI; Roy, U; Rachuri, S";Enriching STEP Product Model With Geometric Dimension and Tolerance Information for One-Dimensional Tolerance Analysis;;Information exchange and sharing become a necessity for digital factory but they have been more challenging as the industry is computerized more. This is mainly because the capabilities of computerized systems have grown significantly in a very rapid pace in their own information structure, and they require to retrieve various data from different computer systems. ISO 10303-STEP has been developed to provide a neutral format for exchanging product data. However, implementation of STEP has several issues, including the following two: (1) the complete STEP file should be processed even for querying a small set of data, and (2) information required for realizing any functional activity (e.g., any analysis on any part of a product) is not explicitly identified. Hence, in this study, functionality-based conformance classes (FCCs) are developed to organize the current conformance classes (CCs) (which are the classes required to be implemented fully in order to be conformant to any particular STEP standard) for supporting different functional activities. Following the concept of data exchange specification (DEX)/template, several templates that are repeatedly used small information groups are introduced in order to create manageable sets of data constructs. In this study, the FCCs for 1D tolerance analysis are developed by enriching the available STEP information models with GD&T. The use of extended STEP models is illustrated with a case study.;0;2017;10
J;"Moreno, A; Velez, G; Ardanza, A; Barandiaran, I; de Infante, AR; Chopitea, R";Virtualisation process of a sheet metal punching machine within the Industry 4.0 vision;"Industry 4.0; Digital twin; Simulation; Visualisation";This paper presents the process to construct a digital twin for a sheet metal punching machine to support the interactive design of optimal NC machining programs. The results show that this entity manages to simulate interactively the basic behaviour of the actual sheet metal machine: movements, machining operations and connectivity with robotic arms. Using Ethernet/IP communication protocol, Digital Twins can be connected and cooperate to simulate virtual production lines. The paper concludes with the necessity of going deeper in the virtualisation of the sheet metal machining process, by adding more realistic physical behaviour (heat transfer, accelerations...) and connecting the Digital Twin with real mechanical parts under new simulation tools.;12;2017;9
J;"Yerra, VA; Pilla, S";IIoT-Enabled Production System for Composite Intensive Vehicle Manufacturing;;The advancements in automation, big data computing and high bandwidth networking has expedited the realization of Industrial Internet of Things (IIoT). IIoT has made inroads into many sectors including automotive, semiconductors, electronics, etc. Particularly, it has created numerous opportunities in the automotive manufacturing sector to realize the new aura of platform concepts such as smart material flow control. This paper provides a thought provoking application of IIoT in automotive composites body shop. By creating a digital twin for every physical part, we no longer need to adhere to the conventional manufacturing processes and layouts, thus opening up new opportunities in terms of equipment and space utilization. The century-old philosophy of the assembly line might not be the best layout for vehicle manufacturing, thus proposing a novel assembly grid layout inspired from a colony of ants working to accomplish a common goal. Value added time per part are compared between the traditional and proposed manufacturing process layout using virtual plant simulation tools. This value added time is directly proportional to operating and capital cost. Moreover, the study proposes real-time multilayer communication that has the potential to vastly improves tasks such as inventory management, proactive/preventive maintenance, inline quality control, flexibility to part variabilities and design development.;0;2017;6
J;"Li, CZ; Mahadevan, S; Ling, Y; Choze, S; Wang, LP";Dynamic Bayesian Network for Aircraft Wing Health Monitoring Digital Twin;;"Current airframe health monitoring generally relies on deterministic physics models and ground inspections. This paper uses the concept of a dynamic Bayesian network to build a versatile probabilistic model for diagnosis and prognosis in order to realize the digital twin vision, and it illustrates the proposed method by an aircraft wing fatigue crack growth example. The dynamic Bayesian network integrates physics models and various aleatory (random) and epistemic (lack of knowledge) uncertainty sources in crack growth prediction. In diagnosis, the dynamic Bayesian network is used to track the evolution of the time-dependent variables and calibrate the time-independent variables; in prognosis, the dynamic Bayesian network is used for probabilistic prediction of crack growth in the future. This paper also proposes a modification to the dynamic Bayesian network structure, which does not affect the diagnosis results but reduces the time cost significantly by avoiding Bayesian updating with load data. By using a particle filter as the Bayesian inference algorithm for the dynamic Bayesian network, the proposed approach handles both discrete and continuous variables of various distribution types, as well as nonlinear relationships between nodes. Challenges in implementing the particle filter in the dynamic Bayesian network, where 1) both dynamic and static nodes exist and 2) a state variable may have parent nodes across two adjacent networks, are also resolved.";9;2017;12
J;Kotarba, M;MEASURING DIGITALIZATION - KEY METRICS;"digitalization; digital metrics; digital key performance indicators (KPI); benchmarking; digital economy; digital society; digital industry; digital enterprise; digital client; digital investment";The article covers an analysis of metrics used to measure digitalization activities. Five main levels are analyzed - moving from the metrics of the digital economy to society, industry, enterprise, and clients. The study is based on leading public and commercial metrics used for the evaluation of the digital progress. The similarities and differences between key performance indicators on each level are discussed, forming a set of conclusions on the scope and maturity of various measurement systems and potential improvement options.;0;2017;16
J;"Bukata, L; Sucha, P; Hanzalek, Z; Burget, P";Energy Optimization of Robotic Cells;"Digital factory; energy optimization; holistic approach; Industry 4.0; mixed-integer linear programming (MILP); parallel hybrid heuristic; robotic cells; simplex method for piecewise linear convex functions";This study focuses on the energy optimization of industrial robotic cells, which is essential for sustainable production in the long term. A holistic approach that considers a robotic cell as a whole toward minimizing energy consumption is proposed. The mathematical model, which takes into account various robot speeds, positions, power-saving modes, and alternative orders of operations, can be transformed into a mixed-integer linear programming formulation that is, however, suitable only for small instances. To optimize complex robotic cells, a hybrid heuristic accelerated by using multicore processors and the Gurobi simplex method for piecewise linear convex functions is implemented. The experimental results showed that the heuristic solved 93% of instances with a solution quality close to a proven lower bound. Moreover, compared with the existing works, which typically address problems with three to four robots, this study solved real-size problem instances with up to 12 robots and considered more optimization aspects. The proposed algorithms were also applied on an existing robotic cell in Skoda Auto. The outcomes, based on simulations and measurements, indicate that, compared with the previous state (at maximal robot speeds and without deeper power-saving modes), the energy consumption can be reduced by about 20% merely by optimizing the robot speeds and applying power-saving modes. All the software and generated datasets used in this research are publicly available.;13;2017;11
B;"Zitzelsberger, J; Vrinceanu, L";Electric Drives - Enabler for Intelligent Mechanics How Decentralised Drive Units create an Added Value in Machine Building;"added value; administration shell; automation; cloud; control; digital twin; distributed systems; electric drives; information and communication technology; internet of things; process; reference architecture model; system; systems engineering";Modern mechanical engineering systems are primarily designed to perform a specific system process in an optimal manner. For this purpose, they use control systems that monitor and influence the process with the help of sensors and actuators. Changing control values or (physical) disturbances are recorded and considered by the control systems. Problems arise whenever the disturbances are not physical, but organizational. In these cases, the existing control systems can not react and there are delays and failures in the system process. New trends in automation and information and communication technology can help to bridge this gap in process control by providing intelligent and data-based services in the immediate process environment. Distributed drive systems can assume a key role as they already have the necessary technical requirements. However, these are to be made more flexible. For this purpose, it is necessary to subject both hardware and software production to a systemic approach and to provide the mechanical part of the system process with a digital image. The fact that this increases the complexity in the system production is undisputed. Therefore, in addition to the technical possibilities for solving the problem, the value in use must also be determined and evaluated from the outset in system development.;0;2017;6
S;"Delbrugger, T; Lenz, LT; Losch, D; Rossmann, J";A Navigation Framework for Digital Twins of Factories based on Building Information Modeling;"BIM; Building Information Modeling; Industry 4.0; navigation; pathfinding; Digital Twins; adaption intelligence; factory adaption";Digital Twins are a central component in the concept of a modern, Industry 4.0-ready virtual factory. In order to optimize movement paths that emerge during the simulated operation of such a virtual factory, a Digital Twin of a factory has to include a navigation framework that supports movements for humans, as well as autonomous robots. One possible foundation for such a framework are Building Information Models that include details about the buildings' 3D geometry and semantic annotations. In this publication, we propose a framework that allows for effortless inclusion of Building Information Models and factory equipment as well as a plugin system for a variety of spatial representations (e.g. regular grids or navigation meshes).;0;2017;4
S;"Yun, S; Park, JH; Kim, WT";Data-centric Middleware based Digital Twin Platform for Dependable Cyber-Physical Systems;"Communication Middleware; Digital twin; CPS; Modeling&Simulation; ADAS";the concept of digital twin, a kind of virtual things with the precise states of the corresponding physical systems, is suggested by industrial domains to accurately estimate the status and predict the operation of machines. Digital twin can be used for development of critical systems, such as self-driving cars and auto-production factories. There, however, will be so different digital twins in terms of resolution, complexity, modelling languages and formats. It is required to cooperate heterogeneous digital twins in standardized ways. Since a centralized digital twin system uses too big resources and energies, it is preferable to make large-scale digital twin system geographically and logically distributed over the Internet. In addition, efficient interworking functions between digital twins and the physical systems are required also. In this paper, we propose a novel architecture of large-scale digital twin platform including distributed digital twin cooperation framework, flexible data-centric communication middleware, and the platform based digital twin application to develop a reliable advanced driver assistance system.;5;2017;5
S;"Uhlemann, THJ; Lehmann, C; Steinhilper, R";The Digital Twin: Realizing the Cyber-Physical Production System for Industry 4.0;"cyber-physical production systems; multimodal data acquisition; digital twin; production system optimization; Industry 4.0";Concerning current approaches to planning of manufacturing processes, the acquisition of a sufficient data basis of the relevant process information and subsequent development of feasible layout options requires 74 % of the overall time-consumption. However, the application of fully automated techniques within planning processes is not yet common practice. Deficits are to be observed in the course of the use of a fully automated data acquisition of the underlying process data, a key element of Industry 4.0, as well as the evaluation and quantification and analysis of the gathered data. As the majority of the planning operations are conducted manually, the lack of any theoretical evaluation renders a benchmarking of the results difficult. Current planning processes analyze the manually achieved results with the aid of simulation. Evaluation and quantification of the planning procedure are limited by complexity that defies manual controllability. Research is therefore required with regard to automated data acquisition and selection, as the near real-time evaluation and analysis of a highly complex production systems relies on a realtime generated database. The paper presents practically feasible approaches to a multi-modal data acquisition approach, its requirements and limitations. The further concept of the Digital Twin for a production process enables a coupling of the production system with its digital equivalent as a base for an optimization with a minimized delay between the time of data acquisition and the creation of the Digital Twin. Therefore a digital data acquisition approach is necessary. As a consequence a cyber-physical production system can be generated, that opens up powerful applications. To ensure a maximum concordance of the cyber-physical process with its real-life model a multimodal data acquisition and evaluation has to be conducted. The paper therefore presents a concept for the composition of a database and proposes guidelines for the implementation of the Digital Twin in production systems in small and medium-sized enterprises. (C) 2017 The Authors. Published by Elsevier B.V.;52;2017;6
S;"Negri, E; Fumagalli, L; Macchi, M";A review of the roles of Digital Twin in CPS-based production systems;"Digital Twin; Cyber-Physical Systems; Industry 4.0; Production Systems";"The Digital Twin (DT) is one of the main concepts associated to the Industry 4.0 wave. This term is more and more used in industry and research initiatives; however, the scientific literature does not provide a unique definition of this concept. The paper aims at analyzing the definitions of the DT concept in scientific literature, retracing it from the initial conceptualization in the aerospace field, to the most recent interpretations in the manufacturing domain and more specifically in Industry 4.0 and smart manufacturing research. DT provides virtual representations of systems along their lifecycle. Optimizations and decisions making would then rely on the same data that are updated in real-time with the physical system, through synchronization enabled by sensors. The paper also proposes the definition of DT for Industry 4.0 manufacturing, elaborated by the European H2020 project MAYA, as a contribution to the research discussion about DT concept. (C) 2017 The Authors. Published by Elsevier B.V.";39;2017;10
S;"Uhlemann, THJ; Schock, C; Lehmann, C; Freiberger, S; Steinhilper, R";The Digital Twin: Demonstrating the potential of real time data acquisition in production systems;"Digital Twin; Industry 4.0; Process optimization";The acquisition of data and the development of different options in production system and factory planning requires up to 2/3rds of the total needed time resources. The digitization of production systems offers the possibility of automated data acquisition. Nevertheless, approaches concerning fully automated data acquisition systems are not widely spread among SME (small and medium sized enterprises). On the one hand, this is caused by the heterogeneous databases, on the other hand by insufficient data processing systems. Furthermore, the advantages of The Digital Twin are not sufficiently known due to the lack of competence in SME concerning matters of Industry 4.0. In order to transfer knowledge about the benefits of digitalization, the development of demonstrating platforms is crucial. This paper introduces a learning factory based concept to demonstrate the potentials and advantages of real time data acquisition and subsequent simulation based data processing. Therefore, an existing learning factory will be upgraded regarding both, multi-modal data acquisition technologies as well as a locally independent optimization environment. Thereby the requirements of SME concerning flexible, easy to use, scalable and service oriented digitization applications are met. The approach is part of a concept for the realization of a Cyber Physical Production System (CPPS) in SME that ensures the development of an image of the production with the aid of a multi-modal data acquisition. (C) 2017 Published by Elsevier B.V.;31;2017;8
J;"Soderberg, R; Warmefjord, K; Carlson, JS; Lindkvist, L";Toward a Digital Twin for real-time geometry assurance in individualized production;"Assembly; Simulation; Quality assurance";Simulations of products and production processes are extensively used in the engineering phase. To secure good geometrical quality in the final product, tolerances, locator positions, clamping strategies, welding sequence, etc. are optimized during design and pre-production. Faster optimization algorithms, increased computer power and amount of available data, can leverage the area of simulation toward real-time control and optimization of products and production systems - a concept often referred to as a Digital Twin. This paper specifies and highlights functionality and data models necessary for real-time geometry assurance and how this concept allows moving from mass production to more individualized production. (C) 2017 Published by Elsevier Ltd on behalf of CIRP.;37;2017;4
J;"Schleich, B; Anwer, N; Mathieu, L; Wartzack, S";Shaping the digital twin for design and production engineering;"Design; Tolerancing; Digital twin";The digitalization of manufacturing fuels the application of sophisticated virtual product models, which are referred to as digital twins, throughout all stages of product realization. Particularly, more realistic virtual models of manufactured products are essential to bridge the gap between design and manufacturing and to mirror the real and virtual worlds. In this paper, we propose a comprehensive reference model based on the concept of Skin Model Shapes, which serves as a digital twin of the physical product in design and manufacturing. In this regard, model conceptualization, representation, and implementation as well as applications along the product life-cycle are addressed. (C) 2017 Published by Elsevier Ltd on behalf of CIRP.;58;2017;4
